hwWlanApMac,hwWlanApSn,hwWlanApTypeInfo,hwWlanApName,hwWlanApGroup,hwWlanApRunState,hwWlanApSoftwareVersion,group_id
,2102353KCMW0M1002244,AirEngine6760R-51,GanSu_ASEC_FJ30-SF5504_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002245,AirEngine6760R-51,GanSu_QDSC_FJ130-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1002246,AirEngine6760R-51,GanSu_QDSC_FJ92-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1002247,AirEngine6760R-51,GanSu_QDYC_G2-07_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002248,AirEngine6760R-51,GanSu_QDYC_FJ174-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002250,AirEngine6760R-51,GanSu_QDYC_A5-08_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002251,AirEngine6760R-51,GanSu_QDYC_B3-05_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002252,AirEngine6760R-51,GanSu_QDSC_C6-02_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1002253,AirEngine6760R-51,GanSu_QDYC_FJ184-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002254,AirEngine6760R-51,GanSu_QDYC_B3-04_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002255,AirEngine6760R-51,GanSu_ASEC_FJ03-SF5209_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002256,AirEngine6760R-51,GanSu_QDSC_FJ04-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1002257,AirEngine6760R-51,5046-4a77-f7e0,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1002258,AirEngine6760R-51,Gansu_QDYC_FJ169-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002259,AirEngine6760R-51,GanSu_QDSC_C1-12_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1002260,AirEngine6760R-51,GanSu_QDYC_FJ177-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002261,AirEngine6760R-51,GanSu_QDYC_FJ186-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002262,AirEngine6760R-51,GanSu_ASEC_FJ09-SF5203_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002263,AirEngine6760R-51,GanSu_ASEC_FJ52-JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002264,AirEngine6760R-51,GanSu_ASEC_FJ26-JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002265,AirEngine6760R-51,GanSu_QDSC_FJ52-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1002266,AirEngine6760R-51,GanSu_QDSC_FJ38-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1002267,AirEngine6760R-51,5046-4a77-f920,甘肃-桥东一场1501,4,,2930
,2102353KCMW0M1002268,AirEngine6760R-51,5046-4a77-f940,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002269,AirEngine6760R-51,GanSu_ASEC_FJ13-SF5110_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002277,AirEngine6760R-51,GanSu_ASEC_FJ12-JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002280,AirEngine6760R-51,GanSu_ASEC_FJ106-F6406_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002281,AirEngine6760R-51,GanSu_ASEC_FJ37-SF5409_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002282,AirEngine6760R-51,GanSu_ASEC_FJ17-JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002283,AirEngine6760R-51,GanSu_ASEC_FJ20-SF5103_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002284,AirEngine6760R-51,GanSu_QDYC_B4-02_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002286,AirEngine6760R-51,GanSu_ASEC_FJ22-SF5101_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002287,AirEngine6760R-51,GanSu_QDSC_C2-01_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1002288,AirEngine6760R-51,GanSu_ASEC_FJ18-SF5105_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002289,AirEngine6760R-51,GanSu_QDYC_FJ109-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002291,AirEngine6760R-51,GanSu_QDYC_B4-01_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002292,AirEngine6760R-51,GanSu_QDYC_FJ110-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002294,AirEngine6760R-51,GanSu_QDYC_A6-03_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002295,AirEngine6760R-51,GanSu_QDYC_A4-11_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002296,AirEngine6760R-51,GanSu_QDYC_FJ196-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002297,AirEngine6760R-51,GanSu_QDSC_D6-06_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1002298,AirEngine6760R-51,GanSu_ASEC_FJ19-JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002299,AirEngine6760R-51,GanSu_ASEC_FJ43-SF5403_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002301,AirEngine6760R-51,GanSu_QDYC_A3-10_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002304,AirEngine6760R-51,GanSu_QDYC_B2-12_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002306,AirEngine6760R-51,GanSu_ASEC_FJ127-F6607_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002307,AirEngine6760R-51,GanSu_QDYC_A5-02_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002321,AirEngine6760R-51,GanSu_ASEC_FJ128-F6606_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002325,AirEngine6760R-51,GanSu_QDYC_B4-12_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002327,AirEngine6760R-51,GanSu_ASEC_FJ79-JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002328,AirEngine6760R-51,GanSu_QDSC_D6-11_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1002330,AirEngine6760R-51,GanSu_ASEC_FJ84-SF6206_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002331,AirEngine6760R-51,GanSu_QDYC_A4-02_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002333,AirEngine6760R-51,GanSu_ASEC_FJ63-JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002335,AirEngine6760R-51,GanSu_ASEC_FJ78-JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002338,AirEngine6760R-51,GanSu_ASEC_FJ103-F6409_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002340,AirEngine6760R-51,GanSu_ASEC_FJ95-SF6306_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002345,AirEngine6760R-51,5046-4a87-01f0,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002349,AirEngine6760R-51,GanSu_QDSC_D1-05_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1002351,AirEngine6760R-51,NingXia_WLPDS_C21_JiCang,宁夏-五里坡第三风电场202,11,V200R022C00SPC100,9813
,2102353KCMW0M1002359,AirEngine6760R-51,GanSu_QDYC_A2-16_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002364,AirEngine6760R-51,GanSu_QDYC_A4-04_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002367,AirEngine6760R-51,GanSu_QDSC_FJ90-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1002368,AirEngine6760R-51,GanSu_QDYC_FJ160-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002370,AirEngine6760R-51,GanSu_ASEC_FJ123-F6611_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002371,AirEngine6760R-51,GanSu_ASEC_FJ125-F6609_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002372,AirEngine6760R-51,GanSu_ASEC_FJ64-JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002373,AirEngine6760R-51,GanSu_QDYC_B3-18_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002374,AirEngine6760R-51,GanSu_ASEC_FJ132-F6602_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002375,AirEngine6760R-51,GanSu_QDSC_FJ113-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1002376,AirEngine6760R-51,GanSu_QDSC_FJ45-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1002377,AirEngine6760R-51,GanSu_QDYC_B1-16_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002379,AirEngine6760R-51,GanSu_ASEC_FJ110-F6402_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002380,AirEngine6760R-51,GanSu_ASEC_FJ120-F6503_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002382,AirEngine6760R-51,GanSu_QDYC_A5-06_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002383,AirEngine6760R-51,GanSu_QDSC_FJ88-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1002388,AirEngine6760R-51,GanSu_QDYC_FJ18-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002389,AirEngine6760R-51,GanSu_ASEC_FJ100-JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002390,AirEngine6760R-51,GanSu_QDYC_A2-13_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002392,AirEngine6760R-51,GanSu_QDYC_A2-06_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002393,AirEngine6760R-51,GanSu_ASEC_FJ134-F6512_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002395,AirEngine6760R-51,GanSu_QDYC_B1-15_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002396,AirEngine6760R-51,GanSu_ASEC_FJ83-SF6207_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002398,AirEngine6760R-51,GanSu_ASEC_FJ24-JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002400,AirEngine6760R-51,GanSu_QDSC_FJ48-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1002404,AirEngine6760R-51,GanSu_QDYC_G1-11_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002405,AirEngine6760R-51,GanSu_QDSC_FJ116-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1002406,AirEngine6760R-51,GanSu_ASEC_FJ11-SF5201_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002407,AirEngine6760R-51,GanSu_ASEC_FJ117-F6506_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002408,AirEngine6760R-51,GanSu_QDYC_B5-08_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002411,AirEngine6760R-51,GanSu_QDYC_FJ88-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002412,AirEngine6760R-51,GanSu_QDYC_B3-11_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002413,AirEngine6760R-51,GanSu_QDYC_FJ164-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002419,AirEngine6760R-51,GanSu_ASEC_FJ131-JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002421,AirEngine6760R-51,GanSu_ASEC_FJ133-F6601_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002423,AirEngine6760R-51,GanSu_QDSC_FJ87-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1002428,AirEngine6760R-51,GanSu_QDSC_D5-07_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1002429,AirEngine6760R-51,GanSu_QDYC_FJ19-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002430,AirEngine6760R-51,GanSu_QDSC_D2-11_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1002431,AirEngine6760R-51,GanSu_QDYC_B5-12_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002433,AirEngine6760R-51,GanSu_ASEC_FJ107-JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002435,AirEngine6760R-51,GanSu_QDSC_FJ75-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1002442,AirEngine6760R-51,GanSu_QDYC_A4-05_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002444,AirEngine6760R-51,GanSu_QDSC_FJ89-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1002448,AirEngine6760R-51,GanSu_QDYC_FJ161-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002449,AirEngine6760R-51,GanSu_QDYC_A2-02_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002452,AirEngine6760R-51,NingXia_WLPDS_D23_JiCang,宁夏-五里坡第三风电场202,11,V200R022C00SPC100,9813
,2102353KCMW0M1002457,AirEngine6760R-51,GanSu_QDYC_B5-09_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002459,AirEngine6760R-51,GanSu_QDYC_B1-17_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002460,AirEngine6760R-51,NingXia_WLPDS_D20_JiCang,宁夏-五里坡第三风电场202,11,V200R022C00SPC100,9813
,2102353KCMW0M1002469,AirEngine6760R-51,GanSu_QDYC_B2-07_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002470,AirEngine6760R-51,GanSu_ASEC_FJ115-F6508_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002471,AirEngine6760R-51,GanSu_ASEC_FJ124-F6610_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002472,AirEngine6760R-51,GanSu_ASEC_FJ113-F6510_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002474,AirEngine6760R-51,GanSu_ASEC_FJ119-F6504_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002475,AirEngine6760R-51,GanSu_QDYC_A2-11_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002476,AirEngine6760R-51,GanSu_QDYC_G2-04_JiCang,甘肃-桥东一场1501,4,,2930
,2102353KCMW0M1002480,AirEngine6760R-51,GanSu_QDYC_A2-10_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002483,AirEngine6760R-51,GanSu_ASEC_FJ118-F6505_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002486,AirEngine6760R-51,GanSu_QDYC_FJ84-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002488,AirEngine6760R-51,GanSu_QDYC_A2-15_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002489,AirEngine6760R-51,GanSu_ASEC_FJ129-F6605_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002491,AirEngine6760R-51,GanSu_ASEC_FJ92-JiCang,甘肃-安四二场1503,4,,2947
,2102353KCMW0M1002492,AirEngine6760R-51,GanSu_ASEC_FJ116-F6507_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002493,AirEngine6760R-51,GanSu_QDYC_A5-14_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002494,AirEngine6760R-51,GanSu_QDYC_A6-10_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002495,AirEngine6760R-51,GanSu_QDYC_A2-09_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002496,AirEngine6760R-51,GanSu_ASEC_FJ114-F6509_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002498,AirEngine6760R-51,GanSu_ASEC_FJ130-F6604_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002499,AirEngine6760R-51,GanSu_ASEC_FJ27-SF5507_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002500,AirEngine6760R-51,GanSu_QDSC_FJ73-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1002501,AirEngine6760R-51,GanSu_QDYC_A2-08_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002503,AirEngine6760R-51,GanSu_QDYC_FJ85-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002504,AirEngine6760R-51,GanSu_QDSC_FJ19-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1002508,AirEngine6760R-51,GanSu_ASEC_FJ99-JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002510,AirEngine6760R-51,GanSu_QDYC_B1-04_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002511,AirEngine6760R-51,GanSu_QDYC_A2-01_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002512,AirEngine6760R-51,GanSu_QDSC_C6-10_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1002513,AirEngine6760R-51,GanSu_ASEC_FJ111-F6401_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1002514,AirEngine6760R-51,GanSu_QDYC_B5-01_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002515,AirEngine6760R-51,GanSu_QDYC_A3-03_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002516,AirEngine6760R-51,GanSu_QDSC_FJ128-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1002517,AirEngine6760R-51,GanSu_QDSC_FJ30-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1002908,AirEngine6760R-51,GanSu_QDYC_B3-17_JiCang,甘肃-桥东一场1501,4,,2930
,2102353KCMW0M1002909,AirEngine6760R-51,GanSu_ASEC_FJ14-JiCang,甘肃-安四二场1503,11,V200R021C00SPC200,2947
,2102353KCMW0M1002910,AirEngine6760R-51,GanSu_QDYC_FJ152-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002947,AirEngine6760R-51,GanSu_QDSC_FJ76-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1002951,AirEngine6760R-51,GanSu_QDSC_D2-07_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1002956,AirEngine6760R-51,ShanXiXiAn_GRT_A04-37_JiCang,陕西-观日台风电场501,11,V200R022C00SPC100,3351
,2102353KCMW0M1002957,AirEngine6760R-51,GanSu_QDSC_C6-07_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1002960,AirEngine6760R-51,GanSu_QDYC_A6-02_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002965,AirEngine6760R-51,GanSu_QDYC_A3-07_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002971,AirEngine6760R-51,GanSu_QDSC_D2-03_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1002977,AirEngine6760R-51,GanSu_QDYC_B5-03_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002987,AirEngine6760R-51,GanSu_QDSC_FJ72-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1002996,AirEngine6760R-51,GanSu_QDYC_B4-08_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1002998,AirEngine6760R-51,GanSu_QDSC_FJ125-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1002999,AirEngine6760R-51,GanSu_QDSC_D2-10_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1003000,AirEngine6760R-51,GanSu_QDYC_A6-01_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1003001,AirEngine6760R-51,GanSu_ASEC_FJ82-SF6208_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1003002,AirEngine6760R-51,GanSu_QDYC_B3-16_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1003003,AirEngine6760R-51,GanSu_QDSC_FJ81-JiCang,甘肃-桥东三场1502,11,V200R021C00SPC200,2934
,2102353KCMW0M1003006,AirEngine6760R-51,ShanXiXiAn_GRT_A05-62_JiCang,陕西-观日台风电场501,11,V200R022C00SPC100,3351
,2102353KCMW0M1003007,AirEngine6760R-51,GanSu_QDSC_D6-01_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1003010,AirEngine6760R-51,ShanXiXiAn_GRT_A05-59_JiCang,陕西-观日台风电场501,11,V200R022C00SPC100,3351
,2102353KCMW0M1003011,AirEngine6760R-51,GanSu_QDSC_FJ133-JiCang,甘肃-桥东三场1502,4,,2934
,2102353KCMW0M1003012,AirEngine6760R-51,GanSu_QDYC_FJ140-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1003013,AirEngine6760R-51,ShanXi-GuanRiTai-FJ61-JiCang,陕西-观日台风电场501,11,V200R022C00SPC100,3351
,2102353KCMW0M1003014,AirEngine6760R-51,GanSu_QDSC_FJ106-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1003015,AirEngine6760R-51,GanSu_ASEC_FJ15-SF5108_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1003016,AirEngine6760R-51,GanSu_QDSC_D5-04_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1003017,AirEngine6760R-51,GanSu_QDYC_FJ113-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1003018,AirEngine6760R-51,GanSu_QDSC_FJ50-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1003019,AirEngine6760R-51,GanSu_QDSC_D3-09_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1003020,AirEngine6760R-51,GanSu_QDSC_C2-02_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1003022,AirEngine6760R-51,GanSu_ASEC_FJ71-SF6107_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1003024,AirEngine6760R-51,GanSu_QDSC_C4-05_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1003026,AirEngine6760R-51,5046-4a8a-6e50,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1003029,AirEngine6760R-51,GanSu_QDYC_B3-14_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1003030,AirEngine6760R-51,GanSu_QDSC_FJ29-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1003031,AirEngine6760R-51,GanSu_QDYC_FJ149-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1003033,AirEngine6760R-51,GanSu_QDYC_B2-15_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1003034,AirEngine6760R-51,GanSu_QDYC_A2-17_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCMW0M1003035,AirEngine6760R-51,GanSu_QDSC_D6-04_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCMW0M1003036,AirEngine6760R-51,5046-4a8a-6f90,甘肃-桥东三场1502,11,V200R021C00SPC200,2934
,2102353KCMW0M1003037,AirEngine6760R-51,5046-4a8a-6fb0,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCMW0M1003038,AirEngine6760R-51,GanSu_QDYC_B2-14_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
