hwWlanApMac,hwWlanApSn,hwWlanApTypeInfo,hwWlanApName,hwWlanApGroup,hwWlanApRunState,hwWlanApSoftwareVersion,group_id
,2102354DKSW0P3002272,AirEngine5761R-11,108f-feac-5b60,宁夏-吴忠四十五光伏209,11,V200R022C00SPC100,2886
,2102354DKSW0P3002297,AirEngine5761R-11,108f-feac-5e80,宁夏-吴忠四十五光伏209,11,V200R022C00SPC100,2886
,2102354DKSW0P3002317,AirEngine5761R-11,108f-feac-6100,宁夏-吴忠四十五光伏209,11,V200R022C00SPC100,2886
,2102354DKSW0P3002323,AirEngine5761R-11,108f-feac-61c0,宁夏-吴忠四十五光伏209,11,V200R022C00SPC100,2886
,2102354DKSW0P3002327,AirEngine5761R-11,108f-feac-6240,宁夏-吴忠四十五光伏209,11,V200R022C00SPC100,2886
,2102354DKSW0P3002359,AirEngine5761R-11,108f-feac-6640,宁夏-吴忠四十五光伏209,11,V200R022C00SPC100,2886
,6R22B0028743,AirEngine6760R-51,1423-0a23-7900,山西-老千山风电场103,11,V200R022C00SPC100,2921
,6R22B0028745,AirEngine6760R-51,1423-0a23-7940,山西-老千山风电场103,11,V200R022C00SPC100,2921
,W022C0035757,AirEngine6760R-51,1423-0a70-e470,山西-老千山风电场103,11,V200R022C00SPC100,2921
,21500849873GP4003091,AirEngine5762-12,1489-cb6e-62c0,宁夏-中卫光伏208-升压,11,V200R021C10SPC100,404
,2102353KCNW0M8000935,AirEngine6760R-51E,ShanXiTaiYuan_ZongHeLongXiCe,山西-和顺二期10b-升压,11,V200R022C00SPC100,20937
,2102352UBR6RM7002414,AirEngine5760-10,1c3d-2f88-85a0,山西-和顺二期10b-升压,11,V200R019C00SPC911,20937
,2102352UBR6RM7002415,AirEngine5760-10,1c3d-2f88-85c0,山西-和顺二期10b-升压,11,V200R019C00SPC911,20937
,2102352UBR6RM7002416,AirEngine5760-10,ShanXiTaiYuan_104_ShiWuXian,山西-和顺二期10b-升压,11,V200R019C00SPC911,20937
,2102352UBR6RM7002453,AirEngine5760-10,ShanXiTaiYuan_202_ShiWuXian,山西-和顺二期10b-升压,11,V200R019C00SPC911,20937
,2102352UBR6RM7002461,AirEngine5760-10,ShanXiTaiYuan_ZhuKongShiWuXian,山西-和顺二期10b-升压,11,V200R019C00SPC911,20937
,2102352UBR10L7003116,AirEngine5760-10,1c43-63a4-e380,甘肃-建展光伏150e-升压,11,V200R019C00SPC501,404
,2102353KCM6RLA002768,AirEngine6760R-51,GanSu_QDYC_A3-11_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA002769,AirEngine6760R-51,GanSu_QDYC_FJ195-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA002770,AirEngine6760R-51,GanSu_QDYC_A4-16_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA002771,AirEngine6760R-51,GanSu_QDYC_A6-08_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA002772,AirEngine6760R-51,GanSu_QDSC_D3-06_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA002774,AirEngine6760R-51,GanSu_QDYC_G2-16_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA002775,AirEngine6760R-51,GanSu_QDSC_D6-10_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA002776,AirEngine6760R-51,GanSu_QDYC_A4-01_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA002777,AirEngine6760R-51,GanSu_QDYC_FJ26-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA002778,AirEngine6760R-51,GanSu_QDSC_C4-07_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA002779,AirEngine6760R-51,GanSu_QDYC_G2-14_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA002780,AirEngine6760R-51,GanSu_QDSC_D4-11_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA002781,AirEngine6760R-51,GanSu_QDSC_D2-01_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA002782,AirEngine6760R-51,GanSu_QDYC_B3-09_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA002784,AirEngine6760R-51,GanSu_QDYC_A3-13_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA002785,AirEngine6760R-51,GanSu_QDSC_FJ95-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA002786,AirEngine6760R-51,GanSu_QDSC_FJ118-JiCang,甘肃-桥东三场1502,4,,2934
,2102353KCM6RLA002787,AirEngine6760R-51,GanSu_ASEC_FJ60-JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCM6RLA002789,AirEngine6760R-51,GanSu_QDSC_FJ120-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA002790,AirEngine6760R-51,GanSu_QDSC_FJ132-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA002791,AirEngine6760R-51,GanSu_QDYC_B3-01_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA002792,AirEngine6760R-51,GanSu_QDSC_D6-09_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA002793,AirEngine6760R-51,GanSu_ASEC_FJ62-JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCM6RLA002794,AirEngine6760R-51,GanSu_QDSC_D4-05_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA002929,AirEngine6760R-51,GanSu_QDYC_FJ33-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA002932,AirEngine6760R-51,GanSu_QDSC_D6-02_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA002933,AirEngine6760R-51,GanSu_QDYC_B4-11_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA002971,AirEngine6760R-51,GanSu_ASEC_FJ42-SF5404_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCM6RLA002972,AirEngine6760R-51,GanSu_QDYC_FJ83-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA002973,AirEngine6760R-51,GanSu_QDYC_FJ119-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA002974,AirEngine6760R-51,GanSu_QDSC_FJ131-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA002975,AirEngine6760R-51,GanSu_QDYC_FJ182-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA002977,AirEngine6760R-51,GanSu_QDYC_A6-16_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA002978,AirEngine6760R-51,GanSu_QDSC_C5-05_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA002979,AirEngine6760R-51,2811-ec4e-60b0,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCM6RLA002980,AirEngine6760R-51,GanSu_QDYC_FJ54-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA002981,AirEngine6760R-51,GanSu_ASEC_FJ21-SF5102_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCM6RLA002982,AirEngine6760R-51,GanSu_ASEC_FJ55-SF5302_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCM6RLA002983,AirEngine6760R-51,GanSu_ASEC_FJ36-JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCM6RLA002984,AirEngine6760R-51,GanSu_QDYC_FJ199-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA002986,AirEngine6760R-51,GanSu_QDSC_FJ96-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA002988,AirEngine6760R-51,GanSu_ASEC_FJ28-JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCM6RLA002989,AirEngine6760R-51,GanSu_ASEC_FJ35-JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCM6RLA002990,AirEngine6760R-51,GanSu_QDYC_B5-17_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA002991,AirEngine6760R-51,GanSu_QDSC_D5-10_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA002992,AirEngine6760R-51,GanSu_QDYC_FJ163-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA002993,AirEngine6760R-51,GanSu_QDSC_FJ13-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA002994,AirEngine6760R-51,GanSu_QDYC_A5-03_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA002995,AirEngine6760R-51,GanSu_QDYC_FJ120-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA002996,AirEngine6760R-51,GanSu_QDYC_FJ23-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA002997,AirEngine6760R-51,GanSu_QDYC_B3-10_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA002999,AirEngine6760R-51,GanSu_QDSC_C3-03_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA003000,AirEngine6760R-51,GanSu_QDYC_FJ53-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA003001,AirEngine6760R-51,GanSu_QDSC_C6-08_TaDi,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA003002,AirEngine6760R-51,GanSu_QDYC_FJ50-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA003003,AirEngine6760R-51,GanSu_QDYC_A5-16_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA003004,AirEngine6760R-51,GanSu_ASEC_FJ39-JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCM6RLA003005,AirEngine6760R-51,GanSu_QDYC_FJ145-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA003006,AirEngine6760R-51,GanSu_QDYC_FJ144-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA003007,AirEngine6760R-51,GanSu_QDYC_B3-12_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA003008,AirEngine6760R-51,GanSu_QDSC_D5-01_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA003009,AirEngine6760R-51,GanSu_QDYC_G1-03_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA003010,AirEngine6760R-51,GanSu_QDYC_FJ181-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA003011,AirEngine6760R-51,GanSu_QDSC_C5-10_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA003012,AirEngine6760R-51,GanSu_QDSC_C6-03_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA003013,AirEngine6760R-51,GanSu_QDSC_C5-07_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA003014,AirEngine6760R-51,GanSu_QDSC_C1-09_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA003015,AirEngine6760R-51,GanSu_QDSC_C6-11_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA003016,AirEngine6760R-51,GanSu_QDSC_C5-09_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA003017,AirEngine6760R-51,GanSu_QDYC_FJ180-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA003018,AirEngine6760R-51,GanSu_QDSC_FJ97-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA003019,AirEngine6760R-51,GanSu_ASEC_FJ23-JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCM6RLA003020,AirEngine6760R-51,GanSu_QDYC_FJ183-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA003022,AirEngine6760R-51,GanSu_QDSC_D4-07_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA003023,AirEngine6760R-51,GanSu_QDYC_A6-11_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA003024,AirEngine6760R-51,GanSu_QDYC_A5-15_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA003025,AirEngine6760R-51,GanSu_QDYC_FJ78-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA003026,AirEngine6760R-51,GanSu_QDYC_A6-15_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA003027,AirEngine6760R-51,GanSu_QDYC_FJ60-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA003028,AirEngine6760R-51,GanSu_QDYC_A6-07_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA003029,AirEngine6760R-51,GanSu_QDSC_C4-09_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA003030,AirEngine6760R-51,GanSu_QDSC_C4-11_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA003031,AirEngine6760R-51,GanSu_QDYC_FJ61-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA003032,AirEngine6760R-51,GanSu_QDSC_FJ119-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA003033,AirEngine6760R-51,GanSu_QDSC_C4-10_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA003034,AirEngine6760R-51,GanSu_QDSC_D4-08_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA003035,AirEngine6760R-51,GanSu_QDSC_C4-08_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA003036,AirEngine6760R-51,GanSu_QDSC_FJ121-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA003037,AirEngine6760R-51,GanSu_QDSC_FJ14-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA003038,AirEngine6760R-51,GanSu_QDYC_FJ194-JiCang,甘肃-桥东一场1501,4,V200R022C00SPC100,2930
,2102353KCM6RLA003039,AirEngine6760R-51,GanSu_QDYC_A5-09_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA003040,AirEngine6760R-51,GanSu_QDSC_FJ107-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA003041,AirEngine6760R-51,GanSu_ASEC_FJ06-JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCM6RLA003042,AirEngine6760R-51,GanSu_QDSC_FJ16-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA003043,AirEngine6760R-51,GanSu_QDSC_FJ122-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA003044,AirEngine6760R-51,GanSu_QDYC_A6-09_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA003045,AirEngine6760R-51,GanSu_QDYC_FJ72-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA003046,AirEngine6760R-51,GanSu_QDYC_A6-05_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA003047,AirEngine6760R-51,GanSu_QDSC_D4-09_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA003048,AirEngine6760R-51,GanSu_QDYC_A3-15_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA003049,AirEngine6760R-51,GanSu_QDYC_B3-08_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA003051,AirEngine6760R-51,GanSu_QDYC_B5-07_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA003052,AirEngine6760R-51,GanSu_ASEC_FJ53-SF5304_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCM6RLA003053,AirEngine6760R-51,GanSu_QDSC_FJ17-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA003054,AirEngine6760R-51,GanSu_QDYC_A2-04_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA003058,AirEngine6760R-51,GanSu_ASEC_FJ61-JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCM6RLA003059,AirEngine6760R-51,GanSu_ASEC_FJ56-SF5301_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCM6RLA003061,AirEngine6760R-51,GanSu_QDSC_FJ84-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA003063,AirEngine6760R-51,GanSu_ASEC_FJ34-SF5412_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCM6RLA003064,AirEngine6760R-51,GanSu_QDSC_FJ86-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA003065,AirEngine6760R-51,GanSu_QDYC_A3-12_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA003066,AirEngine6760R-51,GanSu_QDYC_B2-08_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA003067,AirEngine6760R-51,GanSu_QDSC_FJ123-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA003069,AirEngine6760R-51,GanSu_QDSC_D4-06_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA003070,AirEngine6760R-51,GanSu_ASEC_FJ75-SF6103_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCM6RLA003072,AirEngine6760R-51,GanSu_QDYC_B2-05_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA003073,AirEngine6760R-51,GanSu_QDSC_FJ134-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA003074,AirEngine6760R-51,GanSu_QDYC_A3-14_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA003076,AirEngine6760R-51,GanSu_ASEC_FJ44-SF5402_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCM6RLA003077,AirEngine6760R-51,GanSu_QDYC_B2-01_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA003078,AirEngine6760R-51,GanSu_QDSC_C4-12_JiCang,甘肃-桥东三场1502,4,,2934
,2102353KCM6RLA003080,AirEngine6760R-51,GanSu_QDSC_FJ03-JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA003081,AirEngine6760R-51,GanSu_QDSC_C2-03_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA003082,AirEngine6760R-51,GanSu_QDYC_A6-04_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA003083,AirEngine6760R-51,GanSu_QDYC_A6-14_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA003084,AirEngine6760R-51,GanSu_QDYC_FJ79-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA003085,AirEngine6760R-51,GanSu_QDYC_B2-06_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA003086,AirEngine6760R-51,GanSu_ASEC_FJ59-JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCM6RLA003088,AirEngine6760R-51,GanSu_ASEC_FJ73-SF6105_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCM6RLA003090,AirEngine6760R-51,GanSu_QDSC_C4-04_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA003091,AirEngine6760R-51,GanSu_QDYC_G2-13_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA003092,AirEngine6760R-51,GanSu_QDYC_A5-17_JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA003093,AirEngine6760R-51,GanSu_QDYC_FJ47-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA003094,AirEngine6760R-51,GanSu_QDSC_C2-08_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA003095,AirEngine6760R-51,GanSu_QDYC_FJ156-JiCang,甘肃-桥东一场1501,11,V200R022C00SPC100,2930
,2102353KCM6RLA003096,AirEngine6760R-51,GanSu_ASEC_FJ81-SF6209_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCM6RLA003097,AirEngine6760R-51,GanSu_QDSC_D6-05_JiCang,甘肃-桥东三场1502,11,V200R022C00SPC100,2934
,2102353KCM6RLA003098,AirEngine6760R-51,GanSu_ASEC_FJ69-SF6109_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCM6RLA003099,AirEngine6760R-51,GanSu_ASEC_FJ70-SF6108_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCM6RLA003100,AirEngine6760R-51,GanSu_ASEC_FJ80-SF6210_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCM6RLA003101,AirEngine6760R-51,GanSu_ASEC_FJ77-SF6101_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCM6RLA003102,AirEngine6760R-51,GanSu_ASEC_FJ86-SF6204_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
,2102353KCM6RLA003103,AirEngine6760R-51,GanSu_ASEC_FJ72-SF6106_JiCang,甘肃-安四二场1503,11,V200R022C00SPC100,2947
